File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),total_components_detected_malicious(int),total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
1.0,D3883,0,9.426919506496208e-09,0,0.0194952998087144,0,0,0,0.0477619670237755,0,0,0,0,0,0,0.2810699869250166,5.796201866065026e-07,0,0,0,0,0.0461033124456696,0,0,4,3.1043032868762746e-33,"[""winword.exe""]",0,0,4.161660104281628e-05,0,0,0.2014319295664518,0,0.6081400661241818,0.0583123816086394,0.4830945275718529,0,0,0,0.5,0,0.0319910698875383,0,meeting_request,2.287840331068551e-12,0,0,0,0,1.1,0,pass,fail,none,1,TLS 1.1,0,0,0,0,0,0.0003710924723456,valid,0.3540001332142208,0.0002047725892488,0,1,0
1.0,D3884,0,0.2802512086193531,0,3.1216763051737985e-06,0,0,0,0.2144989899894761,0,0,0,0,3,0,5.201640933972628e-08,0.0001020204236587,0,0,0,0,0.7046915010755329,0,0,4,2.2428511247698247e-46,"[""winword.exe""]",0,0,0.0035414808836527,0,0,0.0027547870089933,0,0.0800532447710384,0.0688297782674906,0.1898641722276067,0,0,0,0.5,0,2.8627752631877416e-10,0,none,0.3864351155503562,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.1,3,0,0,0,0,0.0001501252803941,self signed,0.085509972860334,0.0031696009864986,0,1,0
0.0,D3885,0,0.6822133927960656,0,0.2365439708519965,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,2.3427437893220914e-06,0,0,0.0002890451434084,0,0.0047807879391472,0.0125086314196276,0.0100618932491338,0,0,0,0.5,0,0.7548374380129877,0,none,0.0020658491126499,0,0,0,0,0.0,0,fail,policy,pass,1,TLS 1.2,1,0,0,0,0,1.5993120493854197e-05,revoked,0.0001736300687771,0.0006677430692915,0,1,0
1.0,D3886,0,0.1392556713111493,0,0.163421055745737,0,0,0,0.1814706628241484,0,0,0,0,0,0,0.0001329138788513,0.0131871939690315,0,0,0,0,0.4530945664937145,0,1,7,1.922160548911023e-12,"[""outlook.exe""]",0,0,0.001175031316259,0,0,0.2505795737652346,0,0.017930697248324,0.005518811500227,0.0001126925495754,0,0,0,0.5,0,0.0263145959608829,0,legal_threat,0.0084656079045778,0,0,0,0,0.0,0,pass,permerror,fail,1,TLS 1.1,0,0,0,0,0,0.1921615492233004,mismatch,1.735830799191206e-11,0.0079658357918361,0,1,0
1.0,D3887,0,0.2107217521005982,1,0.1092078872559445,0,0,0,0.5221130048600012,0,0,0,0,0,0,0.000174996742105,0.3429246161930191,0,0,0,0,0.0249054618723252,0,0,4,7.42875293229929e-11,"[""acrobat.exe""]",0,0,0.0005905420704898,0,0,0.7858799903154114,0,0.1368970820674176,0.0664454233627722,0.1784473177411046,0,0,0,1.0,0,9.717267993634613e-07,0,link_click,3.804436622751866e-07,0,0,0,0,0.0,0,fail,temperror,fail,1,TLS 1.3,0,0,0,0,0,0.07812911235142,valid,0.4523395279377424,0.7012587645190713,0,1,0
0.0,D3888,0,0.4072004502632927,0,8.18465112874473e-13,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0215116413601969,0,0,0.6427681732062501,0,0.0011385880875863,1.8849014205214327e-10,5.55656529996321e-08,0,0,0,0.5,0,0.0525454841503339,0,bank_detail_update,0.8964497753685908,0,0,0,0,0.0,0,fail,policy,fail,1,TLS 1.1,0,0,0,0,0,0.0027343607435373,self signed,2.0903767379105027e-16,1.9203230159750888e-17,0,1,0
1.0,D3889,0,0.1837936575740714,1,0.0243380179645119,0,0,0,0.4515879730040928,0,0,0,0,0,0,4.206104769100963e-20,0.0281604545666814,0,0,0,0,0.1393484064733461,0,0,5,0.0227418212102831,"[""winword.exe"", ""powershell.exe""]",0,0,6.445728535710269e-08,1,0,7.097661848915343e-08,0,0.056244902664004,0.0001399094162982,0.0009968807457606,0,0,0,1.0,0,0.0004820600283818,0,vpn_or_mfa_reset,0.5822037516917369,0,0,0,0,0.0,0,pass,fail,none,1,SSL,0,0,0,0,0,0.0131270702547869,self signed,0.2269655891991871,0.7577017253945393,0,1,0
1.0,D3890,0,0.001113014507434,0,0.0422417121008538,0,0,0,0.1144315619097247,0,0,0,0,0,0,0.062934812778871,0.0003802876560253,0,0,0,0,0.8414258653573163,0,0,7,0.0100014786937044,"[""winword.exe""]",0,0,5.1706957360382045e-11,0,0,0.0122094731589713,0,0.0490122834741842,0.0001972411742717,0.4000237600689771,0,0,0,0.5,0,0.0948138726653005,0,wire_transfer,0.0093534625112944,0,0,0,0,0.0,0,softfail,neutral,none,1,TLS 1.2,0,0,0,0,0,7.441882380739034e-05,valid,0.4744886174179618,8.864559334538331e-05,0,1,0
1.0,D3891,0,4.434271371430716e-12,0,0.0004585843820684,0,0,0,9.301323199158837e-06,0,0,0,0,0,0,0.0021280707890763,0.0015653516395841,0,0,0,0,0.1180024198822722,0,0,7,4.252769689566e-21,"[""winword.exe""]",0,0,0.8724410383117229,0,0,0.0389635467691239,0,0.0427830020441235,0.4519214136536912,8.322985918914606e-05,0,0,0,0.5,0,0.0020908564672915,0,document_download,1.7183773301932796e-10,0,0,0,0,0.0,0,softfail,fail,permerror,1,TLS 1.2,1,0,0,1,0,0.0047728971889021,mismatch,0.0259895431791191,5.3274624537577885e-09,0,1,0
0.0,D3892,0,0.0003938440369288,0,0.7181085162484642,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,2.730553842114558e-06,0,0,0.0039517209408335,0,0.0568269308578095,0.4935351220465075,0.0392961527194062,0,0,0,0.5,0,5.742669545193183e-11,0,none,0.3618337394588182,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.2,0,0,0,1,0,0.4000547539572242,self signed,0.012214869230461,0.5441470539530001,0,1,0
0.0,D3893,0,0.0005570414798915,0,0.0007803221138375,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,2.1578575325006645e-06,0,0,0.0164803838680662,0,0.0031883558660361,0.0278161889324638,4.3464449576285905e-09,0,0,0,0.5,0,2.0770401992304627e-05,0,sensitive_data_request,0.0001149682587656,0,0,0,0,0.0,0,pass,fail,temperror,1,TLS 1.1,3,0,0,0,0,2.827415768532292e-06,valid,5.5710375659906505e-11,0.0044591097790054,0,1,0
