File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),total_components_detected_malicious(int),total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
1.0,D3933,0,0.0527484932154311,0,9.540947780163209e-07,0,0,0,0.0018867420151639,0,0,0,0,0,0,0.002493954799051,0.1221004936487283,0,0,0,0,0.468105850778328,0,0,4,2.0582396404586444e-38,"[""winword.exe"", ""powershell.exe""]",0,0,0.0047704845518358,0,0,0.0234478535487368,0,1.2503427320254202e-11,4.274542154117037e-05,0.0828853361808988,0,0,0,1.0,0,0.94274253822837,0,vpn_or_mfa_reset,0.0122600969215058,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.1,2,0,0,0,1,0.0002487958440116,self signed,4.419929065296463e-10,2.9727193024782884e-07,0,1,0
1.0,D3934,0,0.008917064681683,0,0.0002264614425969,0,0,0,0.0525829911442974,0,1,0,0,0,0,0.0089715763953572,0.7015367440616057,0,0,0,0,0.3566390729460111,0,0,4,1.3596358916342107e-27,"[""winword.exe""]",0,0,0.0062684938720161,0,0,0.1396553878833156,0,0.7177767329877448,0.1150312455147292,6.007294263611224e-06,0,0,0,1.0,0,0.3534242150268323,0,wire_transfer,0.9177941650289336,0,0,0,0,0.0,0,fail,temperror,fail,1,TLS 1.2,0,0,0,0,0,0.0175313498068435,valid,5.365177022816339e-05,1.5771168015704515e-28,0,1,0
1.0,D3935,0,0.0558921241972078,0,0.0489105285257724,0,0,0,0.0002813375401146,0,0,1,0,0,0,5.500864127671549e-06,0.0210451979658363,0,0,0,0,0.5566026474258564,0,0,5,3.721636079652206e-09,"[""winword.exe""]",0,0,0.4625229098739926,0,0,0.0013340683714225,0,0.0007345596700398,2.606248241574279e-07,0.0063124358846505,0,0,0,1.0,0,9.957381234422369e-06,0,document_download,0.0410618738973503,0,0,0,0,0.0,0,pass,none,pass,1,SSL,1,0,0,0,0,0.000107617291915,expired,0.6620013080509031,0.3298850079639893,0,1,0
0.0,D3936,0,1.8262782646889887e-08,0,9.81310989407894e-07,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,4.83690417323806e-10,0,0,1.848356534603131e-05,0,3.0966376714658736e-11,0.0929461681853164,0.0116167405863631,0,0,0,1.0,0,0.0003071003340441,0,none,0.0453616580536678,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.3,1,0,0,0,0,1.424231229445904e-20,self signed,0.509073621958204,1.848703493542557e-05,0,1,0
0.0,D3937,1,0.0112462672471209,0,0.0011783130267787,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0931360788234428,0,0,4.4914505843729686e-10,1,0.0066250464782099,4.87635548666613e-13,0.0003361156999563,0,0,0,1.0,0,2.838413237728068e-06,0,sensitive_data_request,0.0011541186547155,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.1,0,1,0,0,0,4.324551215392641e-06,valid,5.5251530594569735e-08,4.22461199829578e-06,0,1,0
1.0,D3938,0,0.3806757895132056,0,2.413204039068141e-05,0,0,0,0.0180958491800584,0,0,0,0,0,0,0.1252405131614483,0.1804365897311796,0,0,0,0,0.3846596936163421,0,2,4,6.430870938399483e-20,"[""winword.exe""]",1,0,0.0258118506560247,0,0,1.674576178665234e-09,1,0.7775481351659592,0.0219740397777391,0.0013378303410105,0,0,0,1.0,0,0.0003703682654286,0,meeting_request,0.0877498943686837,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.1,0,0,0,0,0,4.428687732976544e-06,valid,0.0148164980477478,2.227204927524272e-09,0,1,0
1.0,D3939,0,0.4607117585842868,0,0.0043156206688613,0,0,0,3.372916230613313e-11,0,0,0,0,0,0,0.0002061375080425,0.0649496129908023,0,0,0,0,0.5591921382135709,0,0,4,4.129309387782597e-50,"[""winword.exe""]",0,0,0.0029139959397316,0,0,0.2385330888915408,0,7.012824592455097e-14,0.0003084419072635,0.0007744558798496,0,0,0,1.0,0,0.1516930648231375,0,none,0.0193316217690878,0,0,0,0,0.0,0,pass,fail,temperror,1,TLS 1.2,0,0,0,0,0,7.348141467777194e-07,valid,0.2215757816478558,2.434540362216273e-05,0,1,0
0.0,D3940,0,0.0044711425437252,0,0.2317277142213231,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0843929929549421,0,0,0.0235453863590759,0,0.0005081801776978,0.000557189153462,0.3297302122597983,0,0,0,1.0,0,2.282021602384704e-05,0,none,0.577861739897759,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.1,0,0,0,0,0,0.0087625736308469,valid,1.013014197711827e-07,8.541618224301804e-06,0,1,0
1.0,D3941,0,0.0068011473570313,0,0.0018514833766557,0,0,0,0.5346222499872485,0,0,0,0,2,0,0.4734328748998342,0.7936999049663099,0,0,0,0,0.1155617090858464,0,1,4,0.0080648792058872,"[""outlook.exe""]",0,0,7.644155631540785e-07,0,0,3.668237943572991e-05,0,0.0036908030172846,0.0076296951227933,0.7262625212787908,0,0,0,1.0,0,1.674454781552222e-12,0,legal_threat,1.8238420901994384e-06,0,0,0,0,1.1,0,pass,fail,permerror,1,TLS 1.2,3,0,0,0,0,0.0246678265009558,self signed,0.0542756468947854,0.0151392254397295,0,1,0
1.0,D3942,0,0.0004332328242579,0,4.057862925170563e-05,0,0,0,2.2261133127350675e-08,0,0,0,0,0,0,0.0003313780583858,6.026002829719188e-06,0,0,0,0,0.7827403505315519,0,0,6,3.1950039120471983e-39,"[""acrobat.exe""]",0,0,0.000943098830417,0,0,0.0053822585087742,0,0.0005730511090735,0.5333960039218222,0.2914382370658303,0,0,0,1.0,0,0.014347784244589,0,link_click,1.4239548889537225e-12,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,0,0,0,0,0,0.0259616432980715,expired,0.0088337094523283,0.5179036136187394,0,1,0
