File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),total_components_detected_malicious(int),total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
0.0,D4083,0,1.5343759660484795e-11,0,0.3094718695709539,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0092697839555137,0,0,0.0055776825689499,0,1.409208828062322e-05,9.057648814749533e-08,0.0006054830901145,0,0,0,0.5,0,0.3555364686873428,0,none,1.9740623033972293e-06,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.1,0,0,0,0,0,0.0001476513041276,valid,0.066033572273386,0.0001215449814266,0,1,0
1.0,D4084,1,0.1895400504718016,0,0.294320407257678,0,0,0,0.9595316603170662,0,0,0,0,0,0,8.407151579139983e-06,0.7358361713719075,0,0,0,0,0.7555658524375981,0,2,4,9.67620925933194e-51,"[""outlook.exe""]",0,0,0.2074345296995332,0,0,6.359299040723468e-05,0,1.4313612146421508e-05,0.0292807490531389,0.0147075767321415,0,0,0,1.0,0,0.0007406432537419,0,legal_threat,6.724660019108958e-06,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,2,0,0,0,0,0.0006591436141069,valid,5.97877830073758e-10,0.0064134463908124,0,1,0
1.0,D4085,0,4.222471524749204e-08,0,2.22456618936038e-08,0,0,0,0.1097730703201583,0,0,0,0,0,0,0.2610811871168014,0.0009290911102927,0,0,0,0,0.5236469635945724,0,0,7,3.617356073472996e-17,"[""acrobat.exe""]",0,0,0.0124249901047793,0,0,0.0798810932738119,0,0.0003557464643134,0.0172537103359485,0.0020751026780559,0,0,0,0.0,0,3.724839739949759e-05,0,link_click,1.7459954114574466e-07,0,0,0,0,0.0,0,fail,neutral,none,1,TLS 1.1,1,0,0,0,0,0.4078308437199897,valid,4.469642458875229e-11,1.0348182863166226e-05,0,1,0
0.0,D4086,0,2.1347916725787632e-08,0,0.5193729586917442,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.6442562288086835,0,0,0.3352999174003817,0,0.2618639046038399,0.497137500016888,1.100918626413219e-05,0,0,0,0.0,0,0.8194864759588587,0,bank_detail_update,0.325010830331043,0,0,0,0,0.0,0,fail,none,pass,1,TLS 1.2,0,0,0,0,0,0.3370504781053133,mismatch,0.0044674415474947,0.0340501074551164,0,1,1
1.0,D4087,0,0.013158001603308,0,0.0021287944093867,0,0,0,0.9983384713500874,0,0,0,0,0,0,5.916029661934297e-15,0.0786086926223116,0,0,0,0,0.3901091215502558,0,3,5,3.257618096062804e-136,"[""winword.exe"", ""powershell.exe""]",0,0,0.0047610890365127,0,0,6.11805761817181e-08,0,0.4949880558258751,0.000309202212489,0.0332150909265922,0,0,0,1.0,0,2.6026401741447416e-24,0,vpn_or_mfa_reset,0.0062501762718203,0,0,0,1,0.0,0,pass,policy,fail,1,TLS 1.0,4,0,0,0,0,0.0218340935111983,self signed,0.0007746234465242,5.505059398281557e-08,0,0,0
1.0,D4088,0,0.0106924407081545,0,0.1557529435853801,0,0,0,0.0066763203889477,0,0,0,0,0,0,0.0158189883515684,2.2499664549499692e-08,0,0,0,0,0.6826050812774473,0,1,4,1.590500668773266e-36,"[""excel.exe"", ""cmd.exe"", ""powershell.exe""]",0,0,0.0009060807540087,0,0,0.0081919713753341,0,0.0014367798349354,0.0019582336359517,6.025124904873832e-15,0,0,0,0.0,0,0.6965764332107872,0,none,3.7345367774461874e-05,0,0,1,0,0.0,0,pass,none,temperror,1,TLS 1.3,0,0,0,0,0,2.5805394547145563e-08,valid,0.7923640694047692,2.5432990777975694e-07,0,1,0
0.0,D4089,0,0.7142428180371198,0,3.168294512135589e-05,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,7.975426781865047e-14,0,1,0.3216324279751583,0,0.0916997664779612,4.875072828717614e-10,2.3655751943029592e-11,0,0,0,1.0,0,0.5092979178278835,0,none,0.0001484284289299,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.2,0,0,0,0,0,0.3447830050398853,expired,0.0968211289608686,2.466737895002735e-07,0,1,0
1.0,D4090,0,0.1578626447284008,0,2.09995913960702e-06,0,0,0,0.0119853418851364,0,0,0,0,6,0,0.270750372186356,0.1174130354771697,0,0,0,0,0.6653011104208921,0,0,5,1.4952490011174024e-56,"[""outlook.exe""]",0,0,0.000250895890373,0,0,0.99178021562005,0,0.191756849127687,0.3020012969277524,0.0651037093841618,0,0,0,1.0,0,0.0161459739024507,0,none,0.056463808643737,0,0,0,0,0.0,1,pass,none,temperror,1,SSL,0,0,0,0,0,4.505850340405813e-08,self signed,0.0253809201468622,0.0042513529878798,0,1,0
0.0,D4091,0,0.0297633021592786,0,0.0074947097070355,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.1828701179161083,0,0,1.280164300297334e-06,0,0.4791968833828037,0.573232695011743,5.263159849343215e-05,0,0,0,1.0,0,0.1031301095369093,0,gift_card_request,2.3911149097277064e-10,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.1,0,0,0,0,0,7.52990295201462e-10,valid,0.016437481406024,0.3759523197564836,0,1,0
0.0,D4092,0,0.1669301860815214,0,3.87771699305846e-11,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0014130297696965,0,0,0.0033197683248622,0,0.0074969727799056,2.481636096689885e-06,0.0993360694917448,0,0,0,1.0,0,0.0002367766899219,0,meeting_request,0.0001492698371174,0,0,0,0,0.0,0,fail,pass,temperror,1,TLS 1.2,1,0,0,0,0,0.0115058943554765,valid,4.847306791718095e-07,0.0001299917554241,0,1,0
