File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),total_components_detected_malicious(int),total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
0.0,D4283,0,0.7721190640661105,0,0.000321346130643,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0060570357857596,0,0,1.7538645593891646e-14,0,0.0002845129150278,0.368563005512345,0.0073885981436777,0,0,0,1.0,0,2.846969109571162e-06,0,sensitive_data_request,0.1320230029322607,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.1,1,0,0,0,0,0.0044610346625574,valid,0.0001912275211879,0.0027304876320152,0,1,0
1.0,D4284,0,0.1354755916728724,0,0.0246564683665969,0,1,0,0.9941831213061356,0,0,0,0,0,0,0.0008308051990275,0.3981364014457528,0,0,0,0,0.0102544286127899,0,1,4,4.1701444017382055e-136,"[""winword.exe""]",0,0,1.6265840574360686e-11,0,0,0.6885490388059512,0,0.2832437458172094,0.000973027346898,6.590578848651854e-08,0,0,0,0.5,0,4.0988693354820647e-16,0,meeting_request,0.0016252337962441,0,0,0,0,0.0,0,fail,none,fail,1,TLS 1.3,1,0,0,0,0,0.2099183622288365,valid,0.0031493627058289,0.7256980553487664,0,1,0
1.0,D4285,0,0.0028710868091592,0,3.321693565180152e-19,0,0,0,0.0318707049501109,0,0,0,0,1,0,1.2161453014681805e-08,0.0015192488417914,0,0,0,0,0.6735139447744268,0,0,6,179.55894052732992,"[""winword.exe""]",0,0,0.177229721577809,0,0,0.0001546246337262,0,0.0199863427322278,0.0008749559045267,0.0309098122510851,0,0,0,0.0,0,0.0001401618596186,0,none,3.9496431669495554e-11,0,0,0,0,0.0,0,fail,neutral,fail,1,TLS 1.0,1,0,0,0,0,0.0010185149927551,valid,0.0012426343779722,0.4962885805868907,0,1,0
0.0,D4286,0,0.0001500271235389,0,0.3663681007445595,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0457141236251349,0,0,2.4093207003998506e-07,0,2.6258636313343936e-05,0.0357675716875785,0.0001134956448511,0,0,0,0.5,0,0.29208202307025,0,none,0.0283273552292661,0,0,0,0,0.0,0,pass,none,pass,0,TLS 1.0,4,0,0,0,0,1.2263644703491427e-14,valid,0.0163973162703432,2.85512558368488e-05,0,1,0
1.0,D4287,0,0.1387130277541443,0,3.607540778339636e-07,0,0,0,0.7498553876531207,0,1,0,0,0,0,1.839611179613757e-05,5.271597805011528e-09,0,0,0,0,0.5335712347437289,0,0,6,5.905374335234254e-70,"[""outlook.exe""]",0,0,0.003835125938162,0,0,2.114135821569805e-11,0,0.0791117954079972,0.4826521701368222,0.053570551922633,0,0,0,1.0,0,1.0444956194646912e-11,0,legal_threat,0.0201030797550413,0,0,0,0,0.0,0,pass,neutral,fail,1,TLS 1.3,1,0,0,0,0,0.0001846141043106,self signed,0.8559142391308554,0.4443181186874935,0,1,0
1.0,D4288,0,5.8284385529814775e-08,0,0.0001735721174161,0,0,0,0.1287830731606337,0,0,0,0,0,0,2.628799117748868e-05,0.1184950708962693,0,0,0,0,0.0806571419422194,0,0,4,0.0950649867604797,"[""acrobat.exe""]",0,0,0.0680782409338968,0,0,1.6058809482377054e-07,0,0.1793557894655465,0.2217189943433786,0.0002747951277177,0,0,0,1.0,0,0.4505282977166088,0,link_click,1.3006965846382348e-10,0,1,0,0,0.0,0,pass,none,none,1,TLS 1.2,1,0,0,0,0,0.0939959225177768,valid,0.0023906839991384,0.0017723057816156,0,1,0
0.0,D4289,0,0.0002087176361574,0,0.0006350939109107,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.393053705597505,0,0,7.470199956025671e-31,0,0.0016826843071229,0.0045878828378337,0.1496643027905169,0,0,0,0.0,0,0.0001479392001038,0,bank_detail_update,3.610790392509325e-13,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.3,0,0,0,0,0,2.6661029542742812e-08,valid,3.084065742395335e-05,0.0173640587798585,0,1,0
1.0,D4290,0,1.7193453258780908e-17,0,0.0328156844627034,0,0,0,0.0061739128357111,0,0,0,0,3,0,3.493178146556583e-09,0.92588101827203,0,0,0,0,0.6834654277278501,1,2,4,3.452037588930638e-11,"[""winword.exe"", ""powershell.exe""]",0,0,0.2121511936530562,0,0,0.0001401216892516,0,0.0300517814793786,0.0001506199402979,0.0114650890329858,1,0,0,1.0,0,9.778176371547446e-06,0,vpn_or_mfa_reset,0.2868506777211478,0,0,0,0,0.0,0,softfail,fail,none,1,SSL,0,0,0,0,0,2.5108190493712623e-06,valid,2.6243670345156712e-05,1.913678578169516e-12,0,1,0
1.0,D4291,0,0.0026781103054017,0,4.62665894701096e-06,0,0,0,0.3717016336445391,0,0,0,0,0,0,0.0865121925524362,0.056723978725086,0,0,0,0,0.1230140962685748,0,2,7,0.003171371717484,"[""winword.exe""]",0,0,0.0019789541175828,0,0,1.903398669554664e-05,0,0.1285166207948626,0.0007967173364717,9.11938513598328e-09,0,0,0,0.5,0,0.0193216171808648,0,wire_transfer,0.1846542702250944,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.2,2,0,0,0,0,3.414278791981869e-05,valid,0.4420075886667184,0.0555577595377364,0,1,0
1.0,D4292,0,0.0011416357451407,0,2.367825282916838e-07,0,0,0,0.1652595627657614,0,0,0,0,0,0,1.337286693943504e-06,9.347905262895046e-07,0,0,0,0,0.6266767910569722,1,1,5,3.141929563281588e-40,"[""winword.exe""]",0,0,0.0262470921880329,0,0,0.0284788880403952,0,1.5459001468705518e-10,0.0012507035844081,0.7167441639439041,0,0,0,1.0,0,0.7762834375331084,0,document_download,0.0016144766066671,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.3,0,0,0,0,0,1.563435885587055e-12,valid,4.502628310789859e-12,0.0025941768853557,0,1,0
